id,ts_code,d_date,total_mv,row_num
2140,300235,2018-11-01,14.6,141
2141,002817,2018-11-01,14.6,142
2142,000692,2018-11-01,14.6,143
2143,002112,2018-11-01,14.62,144
2144,600462,2018-11-01,14.63,145
2145,603908,2018-11-01,14.63,146
2146,300062,2018-11-01,14.69,147
2147,600289,2018-11-01,14.7,148
2148,300483,2018-11-01,14.71,149
2149,300669,2018-11-01,14.74,150
2150,300092,2018-11-01,14.78,151
2151,300680,2018-11-01,14.79,152
2152,600883,2018-11-01,14.8,153
2153,300553,2018-11-01,14.82,154
2154,002569,2018-11-01,14.84,155
2155,002295,2018-11-01,14.91,156
2156,002758,2018-11-01,14.93,157
2157,002576,2018-11-01,14.97,158
2158,002289,2018-11-01,14.99,159
2159,603028,2018-11-01,14.99,160
2160,600573,2018-11-01,15.0,161
2161,000023,2018-11-01,15.03,162
2162,300540,2018-11-01,15.04,163
2163,300555,2018-11-01,15.04,164
2164,300585,2018-11-01,15.04,165
2165,600379,2018-11-01,15.05,166
2166,603577,2018-11-01,15.05,167
2167,600731,2018-11-01,15.13,168
2168,603330,2018-11-01,15.14,169
2169,000779,2018-11-01,15.16,170
2170,002213,2018-11-01,15.29,171
2171,600647,2018-11-01,15.31,172
2172,300371,2018-11-01,15.32,173
2173,600980,2018-11-01,15.33,174
2174,300650,2018-11-01,15.36,175
2175,600359,2018-11-01,15.37,176
2176,603488,2018-11-01,15.4,177
2177,002835,2018-11-01,15.42,178
2178,600610,2018-11-01,15.43,179
2179,300141,2018-11-01,15.43,180
2180,600365,2018-11-01,15.44,181
2181,002723,2018-11-01,15.44,182
2182,000803,2018-11-01,15.44,183
2183,603031,2018-11-01,15.46,184
2184,300549,2018-11-01,15.49,185
2185,600689,2018-11-01,15.52,186
2186,601798,2018-11-01,15.53,187
2187,603139,2018-11-01,15.55,188
2188,600769,2018-11-01,15.56,189
2189,600250,2018-11-01,15.6,190
2190,603519,2018-11-01,15.65,191
2191,000586,2018-11-01,15.67,192
2192,002499,2018-11-01,15.67,193
2193,600091,2018-11-01,15.7,194
2194,300710,2018-11-01,15.72,195
2195,603316,2018-11-01,15.73,196
2196,600719,2018-11-01,15.78,197
2197,300499,2018-11-01,15.78,198
2198,000609,2018-11-01,15.8,199
2199,600228,2018-11-01,15.81,200
2200,002070,2018-12-03,0.0,1
2201,000693,2018-12-03,0.0,2
2202,601860,2018-12-03,0.0,3
2203,603121,2018-12-03,0.0,4
2204,600680,2018-12-03,0.0,5
2205,300753,2018-12-03,0.0,6
2206,002942,2018-12-03,0.0,7
2207,600401,2018-12-03,0.0,8
2208,300028,2018-12-03,2.65,9
2209,002323,2018-12-03,9.77,10
2210,002260,2018-12-03,10.16,11
2211,002473,2018-12-03,10.75,12
2212,300029,2018-12-03,10.78,13
2213,000995,2018-12-03,10.79,14
2214,002188,2018-12-03,10.97,15
2215,002604,2018-12-03,11.45,16
2216,002200,2018-12-03,11.56,17
2217,000953,2018-12-03,11.7,18
2218,300489,2018-12-03,11.71,19
2219,002207,2018-12-03,11.72,20
2220,300592,2018-12-03,12.15,21
2221,300405,2018-12-03,12.27,22
2222,300069,2018-12-03,12.29,23
2223,300321,2018-12-03,12.38,24
2224,300665,2018-12-03,12.43,25
2225,300354,2018-12-03,12.45,26
2226,000929,2018-12-03,12.65,27
2227,600193,2018-12-03,12.89,28
2228,300330,2018-12-03,12.97,29
2229,000585,2018-12-03,13.05,30
2230,600306,2018-12-03,13.08,31
2231,300106,2018-12-03,13.1,32
2232,300417,2018-12-03,13.12,33
2233,300680,2018-12-03,13.28,34
2234,002890,2018-12-03,13.29,35
2235,300275,2018-12-03,13.34,36
2236,603286,2018-12-03,13.4,37
2237,300557,2018-12-03,13.43,38
2238,300551,2018-12-03,13.46,39
2239,600817,2018-12-03,13.48,40
2240,300521,2018-12-03,13.52,41
2241,002633,2018-12-03,13.58,42
2242,603029,2018-12-03,13.66,43
2243,002800,2018-12-03,13.78,44
2244,000707,2018-12-03,13.79,45
2245,600421,2018-12-03,13.81,46
2246,600301,2018-12-03,13.85,47
2247,603090,2018-12-03,13.86,48
2248,300220,2018-12-03,13.89,49
2249,002760,2018-12-03,13.92,50
2250,600137,2018-12-03,14.0,51
2251,603088,2018-12-03,14.0,52
2252,000004,2018-12-03,14.04,53
2253,600605,2018-12-03,14.04,54
2254,002112,2018-12-03,14.11,55
2255,600768,2018-12-03,14.14,56
2256,002715,2018-12-03,14.15,57
2257,000691,2018-12-03,14.16,58
2258,603991,2018-12-03,14.16,59
2259,603269,2018-12-03,14.18,60
2260,002209,2018-12-03,14.25,61
2261,002072,2018-12-03,14.26,62
2262,600099,2018-12-03,14.26,63
2263,600561,2018-12-03,14.29,64
2264,300517,2018-12-03,14.36,65
2265,600202,2018-12-03,14.38,66
2266,603879,2018-12-03,14.4,67
2267,002552,2018-12-03,14.42,68
2268,603031,2018-12-03,14.43,69
2269,600608,2018-12-03,14.5,70
2270,300535,2018-12-03,14.53,71
2271,300640,2018-12-03,14.53,72
2272,300442,2018-12-03,14.56,73
2273,300093,2018-12-03,14.62,74
2274,000502,2018-12-03,14.64,75
2275,300573,2018-12-03,14.69,76
2276,600778,2018-12-03,14.7,77
2277,600213,2018-12-03,14.7,78
2278,300268,2018-12-03,14.74,79
2279,300218,2018-12-03,14.78,80
2280,002729,2018-12-03,14.78,81
2281,002805,2018-12-03,14.81,82
2282,002420,2018-12-03,14.84,83
2283,600319,2018-12-03,14.86,84
2284,300453,2018-12-03,14.89,85
2285,600696,2018-12-03,14.92,86
2286,600234,2018-12-03,14.94,87
2287,600444,2018-12-03,14.95,88
2288,002857,2018-12-03,14.95,89
2289,600275,2018-12-03,15.06,90
2290,603580,2018-12-03,15.09,91
2291,000713,2018-12-03,15.09,92
2292,000835,2018-12-03,15.1,93
2293,300022,2018-12-03,15.13,94
2294,603536,2018-12-03,15.15,95
2295,600556,2018-12-03,15.16,96
2296,002205,2018-12-03,15.18,97
2297,000702,2018-12-03,15.25,98
2298,600302,2018-12-03,15.26,99
2299,300650,2018-12-03,15.27,100
2300,300636,2018-12-03,15.29,101
2301,300092,2018-12-03,15.31,102
2302,002778,2018-12-03,15.31,103
2303,600095,2018-12-03,15.35,104
2304,300254,2018-12-03,15.35,105
2305,600506,2018-12-03,15.36,106
2306,600371,2018-12-03,15.39,107
2307,300536,2018-12-03,15.4,108
2308,002817,2018-12-03,15.43,109
2309,000679,2018-12-03,15.5,110
2310,600539,2018-12-03,15.53,111
2311,603908,2018-12-03,15.53,112
2312,600209,2018-12-03,15.54,113
2313,002780,2018-12-03,15.55,114
2314,002105,2018-12-03,15.55,115
2315,600455,2018-12-03,15.56,116
2316,603022,2018-12-03,15.56,117
2317,603041,2018-12-03,15.57,118
2318,300464,2018-12-03,15.6,119
2319,002862,2018-12-03,15.61,120
2320,603729,2018-12-03,15.66,121
2321,300585,2018-12-03,15.68,122
2322,002816,2018-12-03,15.69,123
2323,300235,2018-12-03,15.71,124
2324,300460,2018-12-03,15.75,125
2325,000692,2018-12-03,15.77,126
2326,002499,2018-12-03,15.84,127
2327,600860,2018-12-03,15.84,128
2328,300211,2018-12-03,15.89,129
2329,300669,2018-12-03,15.91,130
2330,002569,2018-12-03,16.06,131
2331,000737,2018-12-03,16.08,132
2332,300717,2018-12-03,16.09,133
2333,300635,2018-12-03,16.12,134
2334,600883,2018-12-03,16.15,135
2335,002835,2018-12-03,16.26,136
2336,600385,2018-12-03,16.28,137
2337,600493,2018-12-03,16.29,138
2338,600379,2018-12-03,16.34,139
2339,603829,2018-12-03,16.37,140
2340,002289,2018-12-03,16.37,141
2341,600767,2018-12-03,16.4,142
2342,603139,2018-12-03,16.41,143
2343,300576,2018-12-03,16.42,144
2344,603316,2018-12-03,16.43,145
2345,300622,2018-12-03,16.44,146
2346,300169,2018-12-03,16.46,147
2347,603860,2018-12-03,16.47,148
2348,300062,2018-12-03,16.51,149
2349,300553,2018-12-03,16.51,150
2350,300371,2018-12-03,16.52,151
2351,603577,2018-12-03,16.54,152
2352,603633,2018-12-03,16.55,153
2353,600365,2018-12-03,16.56,154
2354,300549,2018-12-03,16.57,155
2355,000668,2018-12-03,16.58,156
2356,601798,2018-12-03,16.59,157
2357,603110,2018-12-03,16.6,158
2358,300611,2018-12-03,16.61,159
2359,002134,2018-12-03,16.62,160
2360,300126,2018-12-03,16.63,161
2361,002660,2018-12-03,16.65,162
2362,300167,2018-12-03,16.66,163
2363,002667,2018-12-03,16.73,164
2364,600980,2018-12-03,16.74,165
2365,600647,2018-12-03,16.77,166
2366,002723,2018-12-03,16.8,167
2367,002576,2018-12-03,16.84,168
2368,300216,2018-12-03,16.84,169
2369,300539,2018-12-03,16.85,170
2370,300629,2018-12-03,16.85,171
2371,600719,2018-12-03,16.87,172
2372,600091,2018-12-03,16.88,173
2373,603028,2018-12-03,16.89,174
2374,600573,2018-12-03,16.9,175
2375,600289,2018-12-03,16.91,176
2376,300402,2018-12-03,16.93,177
2377,600769,2018-12-03,16.95,178
2378,603488,2018-12-03,16.97,179
2379,002058,2018-12-03,17.01,180
2380,603330,2018-12-03,17.04,181
2381,300404,2018-12-03,17.07,182
2382,300631,2018-12-03,17.08,183
2383,300552,2018-12-03,17.09,184
2384,300710,2018-12-03,17.09,185
2385,603319,2018-12-03,17.12,186
2386,603721,2018-12-03,17.12,187
2387,603963,2018-12-03,17.16,188
2388,300626,2018-12-03,17.19,189
2389,300587,2018-12-03,17.24,190
2390,300141,2018-12-03,17.25,191
2391,600731,2018-12-03,17.26,192
2392,600793,2018-12-03,17.29,193
2393,000609,2018-12-03,17.3,194
2394,000586,2018-12-03,17.31,195
2395,300492,2018-12-03,17.31,196
2396,300721,2018-12-03,17.32,197
2397,300538,2018-12-03,17.36,198
2398,600156,2018-12-03,17.37,199
2399,600796,2018-12-03,17.39,200
2400,600680,2019-01-02,0.0,1
2401,300755,2019-01-02,0.0,2
2402,300757,2019-01-02,0.0,3
2403,002945,2019-01-02,0.0,4
2404,002948,2019-01-02,0.0,5
2405,600401,2019-01-02,0.0,6
2406,002070,2019-01-02,0.0,7
2407,000693,2019-01-02,0.0,8
2408,603332,2019-01-02,0.0,9
2409,603739,2019-01-02,0.0,10
2410,601298,2019-01-02,0.0,11
2411,601860,2019-01-02,0.0,12
2412,601975,2019-01-02,0.0,13
2413,603121,2019-01-02,0.0,14
2414,300028,2019-01-02,2.65,15
2415,002260,2019-01-02,8.22,16
2416,000995,2019-01-02,8.83,17
2417,300029,2019-01-02,9.3,18
2418,002323,2019-01-02,9.77,19
2419,002604,2019-01-02,9.83,20
2420,002200,2019-01-02,10.4,21
2421,300489,2019-01-02,10.62,22
2422,002473,2019-01-02,10.8,23
2423,002207,2019-01-02,10.81,24
2424,002072,2019-01-02,10.82,25
2425,300106,2019-01-02,11.01,26
2426,300592,2019-01-02,11.08,27
2427,300321,2019-01-02,11.19,28
2428,300354,2019-01-02,11.31,29
2429,300069,2019-01-02,11.33,30
2430,300405,2019-01-02,11.43,31
2431,000953,2019-01-02,11.44,32
2432,600306,2019-01-02,11.47,33
2433,600817,2019-01-02,11.51,34
2434,002188,2019-01-02,11.53,35
2435,000929,2019-01-02,11.54,36
2436,300665,2019-01-02,11.72,37
2437,300330,2019-01-02,11.78,38
2438,300417,2019-01-02,12.21,39
2439,300220,2019-01-02,12.32,40
2440,002633,2019-01-02,12.33,41
2441,002890,2019-01-02,12.34,42
2442,300275,2019-01-02,12.37,43
2443,002800,2019-01-02,12.43,44
2444,300551,2019-01-02,12.43,45
2445,000585,2019-01-02,12.49,46
2446,603029,2019-01-02,12.53,47
2447,600137,2019-01-02,12.55,48
2448,600099,2019-01-02,12.58,49
2449,300557,2019-01-02,12.59,50
2450,603286,2019-01-02,12.6,51
2451,603088,2019-01-02,12.69,52
2452,300521,2019-01-02,12.73,53
2453,300680,2019-01-02,12.77,54
2454,300442,2019-01-02,12.78,55
2455,002760,2019-01-02,12.78,56
2456,600768,2019-01-02,12.95,57
2457,603090,2019-01-02,13.01,58
2458,600202,2019-01-02,13.03,59
2459,600561,2019-01-02,13.04,60
2460,603269,2019-01-02,13.08,61
2461,300093,2019-01-02,13.11,62
2462,002569,2019-01-02,13.15,63
2463,300218,2019-01-02,13.17,64
2464,603031,2019-01-02,13.29,65
2465,600213,2019-01-02,13.31,66
2466,002209,2019-01-02,13.32,67
2467,002420,2019-01-02,13.39,68
2468,002112,2019-01-02,13.49,69
2469,000004,2019-01-02,13.49,70
2470,300022,2019-01-02,13.5,71
2471,300535,2019-01-02,13.53,72
2472,000835,2019-01-02,13.56,73
2473,000707,2019-01-02,13.6,74
2474,300254,2019-01-02,13.64,75
2475,603991,2019-01-02,13.64,76
2476,600095,2019-01-02,13.66,77
2477,300573,2019-01-02,13.7,78
2478,000713,2019-01-02,13.72,79
2479,002205,2019-01-02,13.76,80
2480,000692,2019-01-02,13.8,81
2481,300235,2019-01-02,13.8,82
2482,000679,2019-01-02,13.86,83
2483,603536,2019-01-02,13.89,84
2484,600608,2019-01-02,13.91,85
2485,603022,2019-01-02,13.92,86
2486,000502,2019-01-02,13.95,87
2487,002499,2019-01-02,13.95,88
2488,300640,2019-01-02,14.0,89
2489,600778,2019-01-02,14.02,90
2490,600193,2019-01-02,14.04,91
2491,600275,2019-01-02,14.09,92
2492,600444,2019-01-02,14.09,93
2493,300216,2019-01-02,14.13,94
2494,300517,2019-01-02,14.14,95
2495,300092,2019-01-02,14.16,96
2496,600455,2019-01-02,14.17,97
2497,002780,2019-01-02,14.24,98
2498,002805,2019-01-02,14.25,99
2499,603879,2019-01-02,14.26,100
2500,600301,2019-01-02,14.27,101
2501,603041,2019-01-02,14.28,102
2502,002729,2019-01-02,14.3,103
2503,300622,2019-01-02,14.3,104
2504,300536,2019-01-02,14.31,105
2505,600883,2019-01-02,14.31,106
2506,300585,2019-01-02,14.32,107
2507,300460,2019-01-02,14.34,108
2508,600385,2019-01-02,14.37,109
2509,603721,2019-01-02,14.38,110
2510,600371,2019-01-02,14.43,111
2511,600860,2019-01-02,14.46,112
2512,000702,2019-01-02,14.48,113
2513,600539,2019-01-02,14.56,114
2514,600365,2019-01-02,14.6,115
2515,300650,2019-01-02,14.6,116
2516,603729,2019-01-02,14.61,117
2517,603580,2019-01-02,14.65,118
2518,300636,2019-01-02,14.65,119
2519,300717,2019-01-02,14.66,120
2520,600769,2019-01-02,14.66,121
2521,000668,2019-01-02,14.67,122
2522,002134,2019-01-02,14.68,123
2523,002105,2019-01-02,14.74,124
2524,600421,2019-01-02,14.85,125
2525,300268,2019-01-02,14.86,126
2526,002715,2019-01-02,14.87,127
2527,002816,2019-01-02,14.88,128
2528,600980,2019-01-02,14.89,129
2529,000691,2019-01-02,14.9,130
2530,600506,2019-01-02,14.92,131
2531,002857,2019-01-02,14.99,132
2532,300371,2019-01-02,15.01,133
2533,002289,2019-01-02,15.02,134
2534,600302,2019-01-02,15.05,135
2535,300540,2019-01-02,15.06,136
2536,002817,2019-01-02,15.07,137
2537,603488,2019-01-02,15.13,138
2538,603829,2019-01-02,15.15,139
2539,002667,2019-01-02,15.16,140
2540,600731,2019-01-02,15.17,141
2541,002758,2019-01-02,15.2,142
2542,300669,2019-01-02,15.21,143
2543,603110,2019-01-02,15.24,144
2544,600379,2019-01-02,15.26,145
2545,300629,2019-01-02,15.31,146
2546,300549,2019-01-02,15.31,147
2547,300404,2019-01-02,15.32,148
2548,300062,2019-01-02,15.34,149
2549,300126,2019-01-02,15.35,150
2550,300611,2019-01-02,15.37,151
2551,603880,2019-01-02,15.38,152
2552,603963,2019-01-02,15.38,153
2553,603139,2019-01-02,15.41,154
2554,600634,2019-01-02,15.43,155
2555,300211,2019-01-02,15.44,156
2556,600793,2019-01-02,15.51,157
2557,300167,2019-01-02,15.52,158
2558,600319,2019-01-02,15.56,159
2559,002835,2019-01-02,15.57,160
2560,600796,2019-01-02,15.58,161
2561,300345,2019-01-02,15.58,162
2562,300553,2019-01-02,15.59,163
2563,600719,2019-01-02,15.62,164
2564,300552,2019-01-02,15.64,165
2565,000609,2019-01-02,15.65,166
2566,603316,2019-01-02,15.65,167
2567,300402,2019-01-02,15.66,168
2568,603330,2019-01-02,15.68,169
2569,300163,2019-01-02,15.69,170
2570,603860,2019-01-02,15.7,171
2571,603633,2019-01-02,15.72,172
2572,000803,2019-01-02,15.72,173
2573,300169,2019-01-02,15.75,174
2574,300626,2019-01-02,15.75,175
2575,603955,2019-01-02,15.75,176
2576,600605,2019-01-02,15.77,177
2577,000737,2019-01-02,15.86,178
2578,603038,2019-01-02,15.86,179
2579,300445,2019-01-02,15.88,180
2580,600573,2019-01-02,15.9,181
2581,002778,2019-01-02,15.91,182
2582,002693,2019-01-02,15.96,183
2583,603028,2019-01-02,15.96,184
2584,603696,2019-01-02,15.96,185
2585,600234,2019-01-02,15.97,186
2586,002629,2019-01-02,15.98,187
2587,600359,2019-01-02,15.99,188
2588,300631,2019-01-02,16.03,189
2589,300030,2019-01-02,16.03,190
2590,600247,2019-01-02,16.05,191
2591,300246,2019-01-02,16.07,192
2592,603577,2019-01-02,16.07,193
2593,300464,2019-01-02,16.16,194
2594,300492,2019-01-02,16.17,195
2595,000785,2019-01-02,16.18,196
2596,000985,2019-01-02,16.18,197
2597,600767,2019-01-02,16.2,198
2598,002870,2019-01-02,16.24,199
2599,002660,2019-01-02,16.24,200
2600,000693,2019-02-01,0.0,1
2601,002070,2019-02-01,0.0,2
2602,600680,2019-02-01,0.0,3
2603,002949,2019-02-01,0.0,4
2604,600401,2019-02-01,0.0,5
2605,300758,2019-02-01,0.0,6
2606,300761,2019-02-01,0.0,7
2607,603956,2019-02-01,0.0,8
2608,600928,2019-02-01,0.0,9
2609,601865,2019-02-01,0.0,10
2610,300028,2019-02-01,2.65,11
2611,000995,2019-02-01,6.78,12
2612,002260,2019-02-01,6.87,13
2613,002604,2019-02-01,8.45,14
2614,300029,2019-02-01,8.86,15
2615,002072,2019-02-01,9.12,16
2616,000953,2019-02-01,9.73,17
2617,002323,2019-02-01,9.77,18
2618,002200,2019-02-01,9.81,19
2619,600462,2019-02-01,9.98,20
2620,002188,2019-02-01,10.14,21
2621,600306,2019-02-01,10.23,22
2622,300489,2019-02-01,10.36,23
2623,300592,2019-02-01,10.6,24
2624,300405,2019-02-01,10.75,25
2625,002473,2019-02-01,11.01,26
2626,600817,2019-02-01,11.04,27
2627,300330,2019-02-01,11.1,28
2628,300321,2019-02-01,11.14,29
2629,300106,2019-02-01,11.16,30
2630,300216,2019-02-01,11.24,31
2631,002633,2019-02-01,11.33,32
2632,000929,2019-02-01,11.39,33
2633,002890,2019-02-01,11.42,34
2634,300680,2019-02-01,11.52,35
2635,300354,2019-02-01,11.54,36
2636,603286,2019-02-01,11.54,37
2637,300417,2019-02-01,11.64,38
2638,300093,2019-02-01,11.64,39
2639,300665,2019-02-01,11.66,40
2640,300220,2019-02-01,11.77,41
2641,002800,2019-02-01,11.78,42
2642,603029,2019-02-01,11.84,43
2643,300275,2019-02-01,11.89,44
2644,300442,2019-02-01,11.9,45
2645,600137,2019-02-01,11.95,46
2646,300535,2019-02-01,12.04,47
2647,002207,2019-02-01,12.08,48
2648,600385,2019-02-01,12.12,49
2649,002760,2019-02-01,12.15,50
2650,603269,2019-02-01,12.16,51
2651,300521,2019-02-01,12.2,52
2652,300069,2019-02-01,12.27,53
2653,002420,2019-02-01,12.27,54
2654,600099,2019-02-01,12.29,55
2655,603031,2019-02-01,12.34,56
2656,600275,2019-02-01,12.36,57
2657,000835,2019-02-01,12.42,58
2658,002499,2019-02-01,12.42,59
2659,300551,2019-02-01,12.43,60
2660,300557,2019-02-01,12.44,61
2661,002209,2019-02-01,12.44,62
2662,002112,2019-02-01,12.5,63
2663,603090,2019-02-01,12.52,64
2664,600561,2019-02-01,12.59,65
2665,000611,2019-02-01,12.63,66
2666,603088,2019-02-01,12.64,67
2667,000004,2019-02-01,12.67,68
2668,000502,2019-02-01,12.68,69
2669,000585,2019-02-01,12.8,70
2670,300152,2019-02-01,12.83,71
2671,002729,2019-02-01,12.86,72
2672,603729,2019-02-01,12.86,73
2673,000691,2019-02-01,12.9,74
2674,603991,2019-02-01,12.92,75
2675,600455,2019-02-01,13.0,76
2676,300573,2019-02-01,13.02,77
2677,002805,2019-02-01,13.03,78
2678,600319,2019-02-01,13.13,79
2679,600202,2019-02-01,13.19,80
2680,000679,2019-02-01,13.26,81
2681,600213,2019-02-01,13.27,82
2682,300517,2019-02-01,13.27,83
2683,300235,2019-02-01,13.31,84
2684,600608,2019-02-01,13.32,85
2685,300254,2019-02-01,13.35,86
2686,300710,2019-02-01,13.35,87
2687,300167,2019-02-01,13.39,88
2688,600095,2019-02-01,13.4,89
2689,603536,2019-02-01,13.41,90
